Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Last_Activity_Date,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level,Cluster,KMeans_Raw_Cluster,Customer_Tag
47,F,3,Graduate,Unknown,$40K - $60K,Blue,36,5,2,3,5369.0,1854,0.959,1898,50,0.786,0.345,2023-02-25,124,50,1898,3,1,1,311,5,Lost,1,2,Low Value
56,M,3,Uneducated,Married,$120K +,Blue,43,5,1,5,5188.0,753,0.591,1540,30,0.429,0.145,2023-01-18,162,30,1540,1,1,1,111,3,Lost,1,2,Low Value
53,M,1,Graduate,Single,$80K - $120K,Blue,36,4,2,4,17742.0,1463,0.803,3369,55,0.774,0.082,2023-02-10,139,55,3369,2,2,2,222,6,Potential,3,0,At Risk
62,M,0,Graduate,Married,$40K - $60K,Blue,48,5,1,5,2591.0,0,0.601,2123,56,0.697,0.0,2023-01-13,167,56,2123,1,2,1,121,4,Lost,3,2,At Risk
58,F,3,Graduate,Married,Less than $40K,Blue,48,6,2,3,2800.0,1834,0.615,1571,36,0.636,0.655,2023-02-27,122,36,1571,3,1,1,311,5,Lost,1,2,Low Value
57,M,1,High School,Married,$80K - $120K,Blue,36,3,2,2,6543.0,2260,0.448,1519,31,0.632,0.345,2023-02-02,147,31,1519,2,1,1,211,4,Lost,1,2,Low Value
54,F,1,Doctorate,Single,Unknown,Blue,36,6,3,4,26053.0,829,0.669,2768,70,0.628,0.032,2023-03-02,119,70,2768,3,2,2,322,7,Potential,0,2,Loyal Customers
33,F,3,College,Single,$40K - $60K,Blue,26,6,3,5,6316.0,1344,0.823,2401,71,0.732,0.213,2023-03-12,109,71,2401,3,2,2,322,7,Potential,0,2,Loyal Customers
54,F,1,Graduate,Married,Less than $40K,Blue,41,3,2,4,4658.0,588,0.856,1351,30,1.5,0.126,2023-02-14,135,30,1351,2,1,1,211,4,Lost,1,2,Low Value
30,M,0,Graduate,Divorced,$60K - $80K,Blue,22,3,3,3,6476.0,0,0.551,2723,66,0.65,0.0,2023-03-15,106,66,2723,4,2,2,422,8,Loyal,0,2,Loyal Customers
36,F,2,High School,Single,Less than $40K,Blue,36,6,2,5,8087.0,1263,0.615,2429,69,0.643,0.156,2023-02-05,144,69,2429,2,2,2,222,6,Potential,3,2,At Risk
60,M,2,Graduate,Married,$60K - $80K,Blue,50,3,1,2,9033.0,845,0.663,1661,35,0.4,0.094,2023-01-23,157,35,1661,1,1,1,111,3,Lost,1,2,Low Value
46,F,4,High School,Single,Less than $40K,Blue,28,6,3,4,3206.0,0,1.065,3253,72,0.532,0.0,2023-03-09,112,72,3253,3,3,2,332,8,Loyal,0,0,Loyal Customers
55,M,1,Graduate,Married,$80K - $120K,Blue,49,4,3,3,28751.0,2158,0.536,1502,34,0.789,0.075,2023-03-23,98,34,1502,4,1,1,411,6,Potential,1,2,Low Value
55,M,1,High School,Married,$80K - $120K,Blue,47,3,3,3,2938.0,1995,0.514,1352,30,0.429,0.679,2023-03-04,117,30,1352,3,1,1,311,5,Lost,1,2,Low Value
31,M,0,Uneducated,Single,Less than $40K,Blue,25,5,2,2,5715.0,1741,0.816,2324,67,1.03,0.305,2023-02-20,129,67,2324,2,2,1,221,5,Lost,0,2,Loyal Customers
55,F,3,Uneducated,Divorced,Less than $40K,Blue,36,3,2,1,2111.0,1209,0.594,2803,61,0.605,0.573,2023-02-28,121,61,2803,3,2,2,322,7,Potential,0,2,Loyal Customers
36,M,2,Post-Graduate,Single,$40K - $60K,Blue,31,3,2,5,11862.0,2282,0.837,2576,74,0.85,0.192,2023-02-20,129,74,2576,2,3,2,232,7,Potential,0,2,Loyal Customers
34,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,2,2791.0,2160,0.825,2214,56,0.6,0.774,2023-03-12,109,56,2214,3,2,1,321,6,Potential,1,2,Low Value
33,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,4,6551.0,1440,0.629,2429,77,0.453,0.22,2023-02-26,123,77,2429,3,3,2,332,8,Loyal,0,2,Loyal Customers
30,M,2,Post-Graduate,Single,$40K - $60K,Blue,16,5,3,5,4533.0,1977,0.664,2679,69,0.605,0.436,2023-03-09,112,69,2679,3,2,2,322,7,Potential,0,2,Loyal Customers
54,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,0,1854.0,1528,0.444,1307,39,0.393,0.824,2023-03-22,99,39,1307,4,1,1,411,6,Potential,1,2,Low Value
53,M,2,Uneducated,Married,$80K - $120K,Blue,43,6,1,3,6704.0,1354,0.411,1331,30,0.364,0.202,2023-01-06,174,30,1331,1,1,1,111,3,Lost,1,2,Low Value
59,M,0,Graduate,Single,$80K - $120K,Silver,36,5,3,3,34516.0,1494,1.229,3259,65,0.585,0.043,2023-03-28,93,65,3259,4,2,2,422,8,Loyal,0,0,Loyal Customers
41,M,2,College,Single,$120K +,Blue,32,6,3,2,5489.0,1513,0.87,4085,65,0.548,0.276,2023-03-13,108,65,4085,3,2,2,322,7,Potential,0,0,Loyal Customers
45,M,3,Uneducated,Married,$40K - $60K,Blue,36,3,1,1,10619.0,607,0.883,4074,65,0.477,0.057,2023-01-12,168,65,4074,1,2,2,122,5,Lost,3,0,At Risk
50,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,3,2481.0,1287,0.465,1825,51,0.821,0.519,2023-03-15,106,51,1825,4,1,1,411,6,Potential,1,2,Low Value
57,M,2,Uneducated,Married,$60K - $80K,Blue,47,4,4,1,5100.0,1970,0.371,1032,26,0.368,0.386,2023-04-03,87,26,1032,4,1,1,411,6,Potential,1,2,Low Value
63,M,0,Doctorate,Single,$40K - $60K,Blue,49,5,4,3,5905.0,726,0.85,3982,65,0.857,0.123,2023-04-15,75,65,3982,4,2,2,422,8,Loyal,0,0,Loyal Customers
35,F,3,Unknown,Single,Unknown,Blue,30,3,3,2,9293.0,0,0.897,2314,59,1.034,0.0,2023-03-22,99,59,2314,4,2,1,421,7,Potential,0,2,Loyal Customers
35,M,3,Graduate,Married,$60K - $80K,Blue,25,5,3,3,5240.0,1451,1.198,2172,38,0.81,0.277,2023-03-17,104,38,2172,4,1,1,411,6,Potential,1,2,Low Value
53,M,3,High School,Married,$120K +,Blue,40,6,2,5,4182.0,741,0.885,1297,24,1.182,0.177,2023-02-20,129,24,1297,2,1,1,211,4,Lost,1,2,Low Value
33,F,4,College,Divorced,Less than $40K,Blue,24,6,2,2,9857.0,0,0.699,3448,103,0.635,0.0,2023-02-26,123,103,3448,3,4,2,342,9,Loyal,0,0,Loyal Customers
38,M,2,Uneducated,Married,$80K - $120K,Blue,33,3,1,4,20117.0,1226,1.4,2906,58,1.0,0.061,2023-01-26,154,58,2906,1,2,2,122,5,Lost,3,2,At Risk
31,M,0,High School,Divorced,Less than $40K,Blue,22,3,2,3,6012.0,0,0.968,2801,72,0.674,0.0,2023-02-14,135,72,2801,2,3,2,232,7,Potential,3,2,At Risk
37,M,2,Graduate,Married,$60K - $80K,Blue,27,4,2,4,6369.0,0,1.454,2675,47,1.136,0.0,2023-02-15,134,47,2675,2,1,2,212,5,Lost,1,2,Low Value
36,M,1,Uneducated,Single,$80K - $120K,Blue,30,4,2,5,13005.0,2152,1.424,3023,53,0.767,0.165,2023-02-18,131,53,3023,2,1,2,212,5,Lost,1,2,Low Value
58,F,0,Post-Graduate,Married,Less than $40K,Blue,39,5,3,3,6679.0,1207,0.538,1649,29,0.381,0.181,2023-03-06,115,29,1649,3,1,1,311,5,Lost,1,2,Low Value
39,F,1,Graduate,Married,Less than $40K,Blue,34,6,3,5,6458.0,1802,0.923,2315,49,0.581,0.279,2023-03-10,111,49,2315,3,1,1,311,5,Lost,1,2,Low Value
61,M,0,Unknown,Single,$60K - $80K,Blue,48,3,2,4,20803.0,1446,0.736,2073,43,0.654,0.07,2023-02-26,123,43,2073,3,1,1,311,5,Lost,1,2,Low Value
34,M,4,Unknown,Married,$40K - $60K,Blue,26,3,2,4,5540.0,1240,0.843,1524,31,0.824,0.224,2023-02-11,138,31,1524,2,1,1,211,4,Lost,1,2,Low Value
55,M,3,Graduate,Married,$80K - $120K,Blue,36,4,3,4,2801.0,2403,0.884,1526,44,1.0,0.858,2023-03-20,101,44,1526,4,1,1,411,6,Potential,1,2,Low Value
50,M,2,Uneducated,Single,Less than $40K,Blue,40,4,3,5,2419.0,2380,0.695,4099,73,0.659,0.984,2023-03-09,112,73,4099,3,3,2,332,8,Loyal,0,0,Loyal Customers
33,M,3,High School,Single,$40K - $60K,Blue,24,6,3,3,5156.0,1427,0.48,2057,54,0.421,0.277,2023-03-26,95,54,2057,4,2,1,421,7,Potential,1,2,Low Value
48,F,1,High School,Married,Unknown,Blue,36,6,4,4,14228.0,1953,0.651,1970,51,0.645,0.137,2023-04-09,81,51,1970,4,1,1,411,6,Potential,1,2,Low Value
63,M,0,High School,Married,$80K - $120K,Blue,51,3,3,4,10257.0,1021,0.467,1508,30,0.429,0.1,2023-03-24,97,30,1508,4,1,1,411,6,Potential,1,2,Low Value
51,M,3,Doctorate,Married,$80K - $120K,Blue,45,5,2,4,32096.0,0,0.766,2619,69,0.917,0.0,2023-02-06,143,69,2619,2,2,2,222,6,Potential,3,2,At Risk
54,F,2,Graduate,Married,Unknown,Blue,46,5,3,2,3014.0,794,0.5,1488,30,0.579,0.263,2023-03-10,111,30,1488,3,1,1,311,5,Lost,1,2,Low Value
47,M,4,Unknown,Single,$40K - $60K,Blue,36,3,3,3,5762.0,1890,0.938,3814,88,0.66,0.328,2023-03-15,106,88,3814,4,4,2,442,10,Champions,0,0,Loyal Customers
52,F,3,Post-Graduate,Single,Less than $40K,Blue,45,5,1,3,2555.0,1701,1.492,3127,45,1.25,0.666,2023-01-14,166,45,3127,1,1,2,112,4,Lost,3,0,At Risk
34,M,5,Post-Graduate,Single,$80K - $120K,Silver,28,3,3,2,34516.0,1731,0.605,2421,63,0.575,0.05,2023-03-06,115,63,2421,3,2,2,322,7,Potential,0,2,Loyal Customers
64,M,0,High School,Married,Less than $40K,Blue,54,4,3,2,2140.0,1361,0.46,1280,34,1.0,0.636,2023-03-24,97,34,1280,4,1,1,411,6,Potential,1,2,Low Value
62,F,1,Uneducated,Married,$40K - $60K,Blue,43,3,1,1,4760.0,0,0.564,1459,20,0.538,0.0,2023-01-16,164,20,1459,1,1,1,111,3,Lost,1,2,Low Value
38,M,1,Graduate,Single,$80K - $120K,Blue,27,6,2,5,26372.0,1365,1.394,2291,56,1.0,0.052,2023-02-16,133,56,2291,2,2,1,221,5,Lost,1,2,Low Value
52,F,2,Graduate,Married,Less than $40K,Blue,43,5,2,2,8203.0,654,0.588,2910,63,0.909,0.08,2023-02-07,142,63,2910,2,2,2,222,6,Potential,3,2,At Risk
35,F,2,Doctorate,Married,$40K - $60K,Blue,24,5,2,3,2655.0,1527,0.715,1921,26,0.444,0.575,2023-02-12,137,26,1921,2,1,1,211,4,Lost,1,2,Low Value
35,M,2,Graduate,Single,$120K +,Blue,27,6,2,2,13655.0,1048,0.509,2383,59,0.595,0.077,2023-02-23,126,59,2383,3,2,1,321,6,Potential,1,2,Low Value
54,M,1,College,Married,$80K - $120K,Blue,48,6,1,5,12169.0,1935,0.435,1599,38,0.652,0.159,2023-01-10,170,38,1599,1,1,1,111,3,Lost,1,2,Low Value
35,F,3,Unknown,Single,Less than $40K,Blue,17,6,1,1,2956.0,1823,0.969,2144,58,0.812,0.617,2023-01-11,169,58,2144,1,2,1,121,4,Lost,3,2,At Risk
35,M,0,Doctorate,Single,$60K - $80K,Blue,18,6,2,3,2598.0,1645,0.765,2483,59,0.903,0.633,2023-02-27,122,59,2483,3,2,2,322,7,Potential,0,2,Loyal Customers
36,F,3,Graduate,Single,Unknown,Blue,36,5,2,2,10566.0,726,0.893,2156,64,1.207,0.069,2023-02-18,131,64,2156,2,2,1,221,5,Lost,1,2,Low Value
33,F,3,Graduate,Single,$40K - $60K,Blue,36,6,1,2,8232.0,2259,1.158,2849,67,1.31,0.274,2023-01-27,153,67,2849,1,2,2,122,5,Lost,3,2,At Risk
53,M,1,Graduate,Unknown,$60K - $80K,Silver,44,5,2,1,26365.0,680,0.498,3411,68,0.789,0.026,2023-02-07,142,68,3411,2,2,2,222,6,Potential,3,0,At Risk
37,F,1,Uneducated,Married,Less than $40K,Blue,29,5,3,0,4671.0,1933,0.986,2468,58,0.706,0.414,2023-03-11,110,58,2468,3,2,2,322,7,Potential,0,2,Loyal Customers
35,M,3,Graduate,Married,$120K +,Blue,28,4,3,2,14869.0,0,1.624,2753,48,1.087,0.0,2023-03-06,115,48,2753,3,1,2,312,6,Potential,1,2,Low Value
59,M,1,Graduate,Married,$40K - $60K,Blue,36,6,2,2,2300.0,1965,0.596,1693,27,0.688,0.854,2023-02-28,121,27,1693,3,1,1,311,5,Lost,1,2,Low Value
47,M,1,Unknown,Unknown,$80K - $120K,Blue,28,6,1,4,2797.0,1802,0.675,3525,63,0.75,0.644,2023-01-25,155,63,3525,1,2,2,122,5,Lost,3,0,At Risk
48,F,3,High School,Single,$40K - $60K,Blue,30,5,2,1,2657.0,2115,0.688,3580,77,0.711,0.796,2023-02-07,142,77,3580,2,3,2,232,7,Potential,3,0,At Risk
58,M,2,Uneducated,Married,$80K - $120K,Blue,46,6,1,3,9149.0,1806,0.35,1220,36,0.333,0.197,2023-01-21,159,36,1220,1,1,1,111,3,Lost,1,2,Low Value
55,F,2,Unknown,Married,Less than $40K,Blue,36,5,2,3,2629.0,1476,0.537,1725,41,0.414,0.561,2023-02-03,146,41,1725,2,1,1,211,4,Lost,1,2,Low Value
37,M,2,Graduate,Divorced,$40K - $60K,Blue,17,6,3,3,3176.0,0,0.652,2298,67,0.457,0.0,2023-03-03,118,67,2298,3,2,1,321,6,Potential,0,2,Loyal Customers
57,M,2,Graduate,Married,$80K - $120K,Blue,42,6,1,0,21875.0,2517,0.409,1327,31,0.409,0.115,2023-01-05,175,31,1327,1,1,1,111,3,Lost,1,2,Low Value
60,M,2,High School,Married,Unknown,Blue,41,5,2,4,3007.0,1664,0.34,1475,31,0.632,0.553,2023-02-11,138,31,1475,2,1,1,211,4,Lost,1,2,Low Value
50,M,1,College,Married,$60K - $80K,Blue,40,4,2,4,17404.0,1745,0.54,4491,78,0.66,0.1,2023-02-12,137,78,4491,2,3,3,233,8,Loyal,3,0,At Risk
56,M,2,High School,Married,$60K - $80K,Blue,51,5,6,3,2863.0,2517,0.583,1458,39,0.696,0.879,2023-06-28,1,39,1458,4,1,1,411,6,Potential,1,2,Low Value
48,M,3,Graduate,Married,$60K - $80K,Gold,37,5,1,2,34516.0,2429,0.742,3205,57,0.727,0.07,2023-01-05,175,57,3205,1,2,2,122,5,Lost,3,0,At Risk
40,M,4,Graduate,Single,$60K - $80K,Blue,30,4,1,1,13919.0,1266,0.438,3699,67,0.523,0.091,2023-01-10,170,67,3699,1,2,2,122,5,Lost,3,0,At Risk
50,F,1,Uneducated,Married,Less than $40K,Blue,36,6,2,2,4204.0,499,0.635,4740,67,0.523,0.119,2023-02-05,144,67,4740,2,2,3,223,7,Potential,3,0,At Risk
61,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,6859.0,2489,0.65,1617,26,1.0,0.363,2023-02-16,133,26,1617,2,1,1,211,4,Lost,1,2,Low Value
36,M,2,High School,Married,$80K - $120K,Blue,30,6,3,3,16050.0,1480,1.326,3215,56,0.806,0.092,2023-03-21,100,56,3215,4,2,2,422,8,Loyal,0,0,Loyal Customers
46,M,5,High School,Married,$120K +,Blue,32,5,2,2,34516.0,1024,0.72,2436,71,0.651,0.03,2023-02-27,122,71,2436,3,2,2,322,7,Potential,0,2,Loyal Customers
28,M,0,Uneducated,Divorced,Unknown,Blue,36,3,3,3,16766.0,1535,1.042,3093,77,0.878,0.092,2023-03-16,105,77,3093,4,3,2,432,9,Loyal,0,0,Loyal Customers
49,M,5,Unknown,Single,$80K - $120K,Blue,30,3,2,1,20895.0,1808,0.572,3210,65,0.667,0.087,2023-02-18,131,65,3210,2,2,2,222,6,Potential,0,0,Loyal Customers
44,F,4,High School,Single,$40K - $60K,Blue,38,6,3,3,7881.0,2517,0.738,3068,77,0.711,0.319,2023-03-26,95,77,3068,4,3,2,432,9,Loyal,0,2,Loyal Customers
57,M,5,High School,Married,$80K - $120K,Blue,50,4,2,3,13427.0,0,0.521,1337,27,0.588,0.0,2023-02-23,126,27,1337,3,1,1,311,5,Lost,1,2,Low Value
37,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,3,3,2,2281.0,1677,1.027,2735,58,1.071,0.735,2023-03-27,94,58,2735,4,2,2,422,8,Loyal,0,2,Loyal Customers
57,M,2,Uneducated,Married,$80K - $120K,Blue,52,6,2,4,10974.0,0,0.591,1327,26,1.0,0.0,2023-02-11,138,26,1327,2,1,1,211,4,Lost,1,2,Low Value
46,M,2,High School,Married,$60K - $80K,Blue,40,4,1,3,5265.0,0,0.524,3281,68,0.744,0.0,2023-01-24,156,68,3281,1,2,2,122,5,Lost,3,0,At Risk
53,M,1,Unknown,Married,$80K - $120K,Blue,36,4,2,3,13457.0,1248,0.512,1548,41,0.519,0.093,2023-02-17,132,41,1548,2,1,1,211,4,Lost,1,2,Low Value
52,M,0,Unknown,Married,$60K - $80K,Blue,46,3,2,4,2742.0,2184,0.592,3829,72,0.532,0.796,2023-02-16,133,72,3829,2,3,2,232,7,Potential,3,0,At Risk
34,M,1,Unknown,Married,$60K - $80K,Blue,29,3,2,3,3890.0,2286,0.633,1889,51,0.457,0.588,2023-02-02,147,51,1889,2,1,1,211,4,Lost,1,2,Low Value
55,M,3,Graduate,Single,$80K - $120K,Blue,51,6,2,3,17198.0,0,0.803,4042,62,0.722,0.0,2023-02-21,128,62,4042,2,2,2,222,6,Potential,0,0,Loyal Customers
53,M,4,High School,Married,$120K +,Blue,41,6,3,4,3401.0,1713,0.773,1924,54,0.317,0.504,2023-03-09,112,54,1924,3,2,1,321,6,Potential,1,2,Low Value
37,M,1,Unknown,Married,$60K - $80K,Blue,19,6,1,2,18951.0,1243,1.148,2874,58,0.657,0.066,2023-01-25,155,58,2874,1,2,2,122,5,Lost,3,2,At Risk
58,F,3,Unknown,Single,$40K - $60K,Blue,52,4,1,1,1454.0,888,1.19,3060,56,0.647,0.611,2023-01-02,178,56,3060,1,2,2,122,5,Lost,3,2,At Risk
33,M,3,High School,Married,$120K +,Blue,20,6,3,2,27499.0,1188,0.544,2202,46,0.394,0.043,2023-03-28,93,46,2202,4,1,1,411,6,Potential,1,2,Low Value
39,M,3,Graduate,Married,$120K +,Blue,36,3,3,2,32964.0,2231,1.731,3094,45,1.647,0.068,2023-03-07,114,45,3094,3,1,2,312,6,Potential,1,0,Low Value
37,F,2,High School,Single,Less than $40K,Blue,28,5,2,1,7411.0,633,0.762,2761,77,0.604,0.085,2023-02-08,141,77,2761,2,3,2,232,7,Potential,3,2,At Risk
32,M,0,Uneducated,Single,$40K - $60K,Blue,36,4,3,3,7200.0,0,0.894,3006,83,0.93,0.0,2023-03-23,98,83,3006,4,4,2,442,10,Champions,0,2,Loyal Customers
26,F,1,Uneducated,Single,Unknown,Blue,13,6,2,3,12007.0,956,0.832,2678,50,0.471,0.08,2023-02-02,147,50,2678,2,1,2,212,5,Lost,1,2,Low Value
60,F,0,Graduate,Married,Less than $40K,Blue,50,4,2,2,3147.0,1602,0.569,1558,23,0.643,0.509,2023-02-01,148,23,1558,2,1,1,211,4,Lost,1,2,Low Value
37,M,1,Graduate,Single,$80K - $120K,Blue,18,6,2,5,5110.0,1942,0.749,3028,76,0.583,0.38,2023-02-26,123,76,3028,3,3,2,332,8,Loyal,0,2,Loyal Customers
43,F,5,Graduate,Married,Less than $40K,Blue,35,3,6,4,5438.0,2214,0.668,5029,75,0.562,0.407,2023-06-08,21,75,5029,4,3,4,434,11,Champions,0,0,Loyal Customers
56,M,1,Uneducated,Married,$80K - $120K,Blue,40,6,1,1,17450.0,2193,0.419,1426,38,0.462,0.126,2023-01-11,169,38,1426,1,1,1,111,3,Lost,1,2,Low Value
52,M,3,College,Married,$80K - $120K,Blue,39,3,3,2,18352.0,1509,0.898,1454,29,1.071,0.082,2023-03-23,98,29,1454,4,1,1,411,6,Potential,1,2,Low Value
34,M,2,Uneducated,Single,$120K +,Blue,17,3,1,2,5030.0,2326,0.856,3345,69,1.3,0.462,2023-01-24,156,69,3345,1,2,2,122,5,Lost,3,0,At Risk
47,M,1,Unknown,Divorced,$80K - $120K,Silver,38,3,2,3,34516.0,802,0.899,1823,27,0.8,0.023,2023-02-09,140,27,1823,2,1,1,211,4,Lost,1,2,Low Value
26,M,0,Graduate,Single,Less than $40K,Blue,21,4,3,2,1585.0,1535,0.462,2299,49,0.485,0.968,2023-03-28,93,49,2299,4,1,1,411,6,Potential,1,2,Low Value
54,M,1,High School,Married,$120K +,Blue,42,5,3,3,3251.0,1919,0.56,1406,31,0.24,0.59,2023-03-23,98,31,1406,4,1,1,411,6,Potential,1,2,Low Value
35,F,3,Uneducated,Single,Less than $40K,Blue,23,3,2,2,2858.0,1251,0.576,2844,73,0.622,0.438,2023-02-04,145,73,2844,2,3,2,232,7,Potential,3,2,At Risk
52,M,1,Unknown,Married,$80K - $120K,Silver,36,6,1,0,34516.0,1847,0.527,3284,65,0.477,0.054,2023-01-07,173,65,3284,1,2,2,122,5,Lost,3,0,At Risk
41,M,3,Graduate,Single,$60K - $80K,Blue,28,4,1,3,16443.0,1363,0.688,4252,64,0.684,0.083,2023-01-17,163,64,4252,1,2,3,123,6,Potential,3,0,At Risk
36,F,0,Uneducated,Divorced,Less than $40K,Blue,32,3,2,3,3687.0,1655,0.742,2448,63,0.5,0.449,2023-02-03,146,63,2448,2,2,2,222,6,Potential,3,2,At Risk
53,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,3,4840.0,2517,0.445,1637,22,1.0,0.52,2023-01-16,164,22,1637,1,1,1,111,3,Lost,1,2,Low Value
42,M,3,Unknown,Single,$120K +,Blue,36,6,3,2,15108.0,0,1.015,3738,68,0.744,0.0,2023-03-23,98,68,3738,4,2,2,422,8,Loyal,0,0,Loyal Customers
54,M,1,College,Married,$60K - $80K,Blue,37,6,3,2,1909.0,1753,0.788,1457,24,0.6,0.918,2023-03-07,114,24,1457,3,1,1,311,5,Lost,1,2,Low Value
53,M,3,Post-Graduate,Single,$80K - $120K,Blue,44,5,2,2,19063.0,1236,0.542,3393,58,0.871,0.065,2023-02-26,123,58,3393,3,2,2,322,7,Potential,0,0,Loyal Customers
36,M,2,High School,Married,$80K - $120K,Blue,26,4,2,4,15982.0,1691,0.808,1687,40,0.739,0.106,2023-02-02,147,40,1687,2,1,1,211,4,Lost,1,2,Low Value
42,M,3,Graduate,Single,$60K - $80K,Blue,32,6,2,2,1438.3,0,0.66,1794,45,0.875,0.0,2023-02-25,124,45,1794,3,1,1,311,5,Lost,1,2,Low Value
27,F,2,College,Divorced,Less than $40K,Blue,14,4,3,3,2549.0,2130,0.693,2605,61,0.794,0.836,2023-03-25,96,61,2605,4,2,2,422,8,Loyal,0,2,Loyal Customers
58,M,4,Graduate,Married,$60K - $80K,Blue,36,6,2,4,5967.0,2350,0.543,1426,29,0.812,0.394,2023-02-09,140,29,1426,2,1,1,211,4,Lost,1,2,Low Value
59,M,1,Uneducated,Married,$40K - $60K,Blue,53,5,1,3,2182.0,1558,0.457,1660,34,0.789,0.714,2023-01-22,158,34,1660,1,1,1,111,3,Lost,1,2,Low Value
63,F,2,Graduate,Married,Less than $40K,Blue,52,5,2,3,2689.0,2101,0.416,1188,35,0.75,0.781,2023-02-08,141,35,1188,2,1,1,211,4,Lost,1,2,Low Value
57,M,2,Uneducated,Single,$80K - $120K,Blue,51,6,2,4,30622.0,0,1.329,3600,66,0.784,0.0,2023-02-06,143,66,3600,2,2,2,222,6,Potential,3,0,At Risk
56,F,0,High School,Married,Unknown,Blue,48,4,1,2,4203.0,1965,0.441,1425,32,0.778,0.468,2023-01-02,178,32,1425,1,1,1,111,3,Lost,1,2,Low Value
42,F,3,Unknown,Single,Less than $40K,Blue,37,6,1,3,6453.0,0,0.76,4822,74,0.609,0.0,2023-01-16,164,74,4822,1,3,4,134,8,Loyal,3,0,At Risk
29,F,1,High School,Single,Less than $40K,Blue,23,3,1,2,3318.0,927,0.934,3011,83,0.804,0.279,2023-01-19,161,83,3011,1,4,2,142,7,Potential,3,2,At Risk
44,M,2,Unknown,Unknown,$60K - $80K,Blue,39,5,3,3,22075.0,1506,0.794,2337,40,0.818,0.068,2023-03-27,94,40,2337,4,1,1,411,6,Potential,1,2,Low Value
33,M,1,College,Married,$40K - $60K,Blue,14,3,2,2,6746.0,1750,0.962,2962,54,0.862,0.259,2023-02-07,142,54,2962,2,2,2,222,6,Potential,3,2,At Risk
35,M,2,Graduate,Married,$80K - $120K,Blue,36,5,2,2,4408.0,1463,0.728,2001,49,0.485,0.332,2023-02-08,141,49,2001,2,1,1,211,4,Lost,1,2,Low Value
33,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,3,4838.0,1338,0.707,2641,67,0.595,0.277,2023-03-05,116,67,2641,3,2,2,322,7,Potential,0,2,Loyal Customers
46,M,4,Graduate,Single,$80K - $120K,Silver,40,5,1,4,34516.0,0,0.938,3568,57,0.676,0.0,2023-01-17,163,57,3568,1,2,2,122,5,Lost,3,0,At Risk
27,M,0,Unknown,Married,$40K - $60K,Blue,14,4,1,4,3823.0,2130,0.371,2026,49,0.441,0.557,2023-01-15,165,49,2026,1,1,1,111,3,Lost,1,2,Low Value
42,M,3,College,Unknown,$120K +,Blue,36,3,2,1,21670.0,2183,0.995,4121,81,0.761,0.101,2023-02-10,139,81,4121,2,3,3,233,8,Loyal,3,0,At Risk
53,M,2,Graduate,Married,$60K - $80K,Blue,38,6,3,2,7928.0,1228,0.632,1537,37,0.682,0.155,2023-03-08,113,37,1537,3,1,1,311,5,Lost,1,2,Low Value
50,M,3,Graduate,Single,$120K +,Blue,42,3,1,3,33996.0,949,0.846,3569,77,0.571,0.028,2023-01-18,162,77,3569,1,3,2,132,6,Potential,3,0,At Risk
48,F,5,College,Divorced,$40K - $60K,Blue,40,3,1,1,4365.0,0,0.598,3542,57,1.111,0.0,2023-01-14,166,57,3542,1,2,2,122,5,Lost,3,0,At Risk
57,M,2,High School,Single,$60K - $80K,Blue,47,6,3,4,2248.0,0,0.735,4439,77,0.54,0.0,2023-03-03,118,77,4439,3,3,3,333,9,Loyal,0,0,Loyal Customers
34,F,2,Graduate,Single,Less than $40K,Blue,27,4,1,1,1901.0,1176,0.612,2450,52,0.857,0.619,2023-01-14,166,52,2450,1,1,2,112,4,Lost,3,2,At Risk
55,M,2,College,Single,$80K - $120K,Silver,45,3,1,4,34516.0,1433,0.728,1966,31,0.55,0.042,2023-01-20,160,31,1966,1,1,1,111,3,Lost,1,2,Low Value
58,M,2,Graduate,Married,$120K +,Blue,54,6,2,4,31680.0,1812,0.483,1121,25,0.562,0.057,2023-02-18,131,25,1121,2,1,1,211,4,Lost,1,2,Low Value
55,F,3,Graduate,Married,Less than $40K,Blue,35,3,2,3,1872.0,1167,0.517,2238,45,0.607,0.623,2023-02-28,121,45,2238,3,1,1,311,5,Lost,1,2,Low Value
48,F,2,Uneducated,Unknown,Less than $40K,Blue,42,3,2,2,2055.0,0,1.064,3656,63,0.75,0.0,2023-02-24,125,63,3656,3,2,2,322,7,Potential,0,0,Loyal Customers
